Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
E09000030,Tower Hamlets,2012,NVQ1 only,"11,700","190,600",6.1,1.9
E09000031,Waltham Forest,2012,NVQ1 only,"18,300","175,900",10.4,2.6
E09000032,Wandsworth,2012,NVQ1 only,"8,000","224,500",3.6,1.6
E09000033,Westminster,2012,NVQ1 only,"8,800","164,400",5.4,1.7
E12000001,North East,2012,NVQ1 only,236200,"1,653,600",14.3,0.6
E12000002,North West,2012,NVQ1 only,"595,100","4,484,000",13.3,0.4
E12000003,Yorkshire and The Humber,2012,NVQ1 only,"436,600","3,362,300",13,0.5
E12000004,East Midlands,2012,NVQ1 only,"397,000","2,875,300",13.8,0.7
E12000005,West Midlands,2012,NVQ1 only,"453,100","3,512,200",12.9,0.5
E12000006,East,2012,NVQ1 only,"498,000","3,666,000",13.6,0.6
E12000007,London,2012,NVQ1 only,"482,300","5,647,100",8.5,0.4
E12000008,South East,2012,NVQ1 only,"669,800","5,427,400",12.3,0.4
E12000009,South West,2012,NVQ1 only,"421,600","3,264,300",12.9,0.5
E92000001,England,2012,NVQ1 only,"4,189,800","33,892,300",12.4,0.2
W92000004,Wales,2012,NVQ1 only,"234,200","1,913,900",12.2,0.4
S92000003,Scotland,2012,NVQ1 only,"345,000","3,407,600",10.1,0.4
N92000002,Northern Ireland,2012,NVQ1 only,"123,900","1,152,300",10.8,0.9
K04000001,England and Wales,2012,NVQ1 only,"4,424,000","35,806,200",12.4,0.2
K03000001,Great Britain,2012,NVQ1 only,"4,769,000","39,213,800",12.2,0.1
K02000001,United Kingdom,2012,NVQ1 only,"4,892,900","40,366,000",12.1,0.1
E09000001,City of London,2012,with other qualifications,!,"2,200",!,!
E09000002,Barking and Dagenham,2012,with other qualifications,"12,700","119,600",10.7,2.5
E09000003,Barnet,2012,with other qualifications,"17,200","237,600",7.2,2.3
E09000004,Bexley,2012,with other qualifications,"8,800","146,700",6,2.2
E09000005,Brent,2012,with other qualifications,"24,800","214,200",11.6,2.5
E09000006,Bromley,2012,with other qualifications,"11,200","198,000",5.7,1.9
E09000007,Camden,2012,with other qualifications,6700,"158,900",4.2,1.7
E09000008,Croydon,2012,with other qualifications,"16,200","238,200",6.8,2.2
E09000009,Ealing,2012,with other qualifications,"21,000","230,300",9.1,2.3
E09000010,Enfield,2012,with other qualifications,"25,200","203,900",12.4,2.8
E09000011,Greenwich,2012,with other qualifications,"12,100","173,900",6.9,2.1
E09000012,Hackney,2012,with other qualifications,"16,000","180,500",8.9,2.2
E09000013,Hammersmith and Fulham,2012,with other qualifications,"9,500","131,200",7.3,2.1
E09000014,Haringey,2012,with other qualifications,"16,900","181,500",9.3,2.5
E09000015,Harrow,2012,with other qualifications,"18,200","157,000",11.6,2.5
E09000016,Havering,2012,with other qualifications,"13,600","151,400",9,2.6
E09000017,Hillingdon,2012,with other qualifications,"15,000","185,300",8.1,2.4
E09000018,Hounslow,2012,with other qualifications,"15,800","176,000",9,2.4
E09000019,Islington,2012,with other qualifications,"10,400","158,100",6.6,2.1
E09000020,Kensington and Chelsea,2012,with other qualifications,"6,300","110,000",5.7,1.8
E09000021,Kingston upon Thames,2012,with other qualifications,"6,500","110,300",5.9,2
E09000022,Lambeth,2012,with other qualifications,"12,000","228,700",5.3,2
E09000023,Lewisham,2012,with other qualifications,"11,600","196,300",5.9,2
E09000024,Merton,2012,with other qualifications,"9,800","136,600",7.2,2
E09000025,Newham,2012,with other qualifications,"32,600","217,000",15,2.7
E09000026,Redbridge,2012,with other qualifications,"14,900","184,000",8.1,2.1
E09000027,Richmond upon Thames,2012,with other qualifications,"4,800","125,900",3.8,1.7
E09000028,Southwark,2012,with other qualifications,"17,400","213,600",8.2,2.2
E09000029,Sutton,2012,with other qualifications,"8,000","125,100",6.4,2.2
E09000030,Tower Hamlets,2012,with other qualifications,"16,500","190,600",8.6,2.2
E09000031,Waltham Forest,2012,with other qualifications,"22,200","175,900",12.6,2.8
E09000032,Wandsworth,2012,with other qualifications,"12,500","224,500",5.6,2
E09000033,Westminster,2012,with other qualifications,"10,400","164,400",6.3,1.8
E12000001,North East,2012,with other qualifications,"87,200","1,653,600",5.3,0.4
E12000002,North West,2012,with other qualifications,"259,200","4,484,000",5.8,0.3
E12000003,Yorkshire and The Humber,2012,with other qualifications,"234,700","3,362,300",7,0.4
E12000004,East Midlands,2012,with other qualifications,"199,500","2,875,300",6.9,0.5
E12000005,West Midlands,2012,with other qualifications,"241,900","3,512,200",6.9,0.4
E12000006,East,2012,with other qualifications,"221,200","3,666,000",6,0.4
E12000007,London,2012,with other qualifications,"457,500","5,647,100",8.1,0.4
E12000008,South East,2012,with other qualifications,"294,200","5,427,400",5.4,0.3
E12000009,South West,2012,with other qualifications,"159,400","3,264,300",4.9,0.3
E92000001,England,2012,with other qualifications,"2,154,800","33,892,300",6.4,0.1
W92000004,Wales,2012,with other qualifications,"126,500","1,913,900",6.6,0.3
S92000003,Scotland,2012,with other qualifications,"207,700","3,407,600",6.1,0.3
N92000002,Northern Ireland,2012,with other qualifications,"56,800","1,152,300",4.9,0.7
K04000001,England and Wales,2012,with other qualifications,"2,281,300","35,806,200",6.4,0.1
K03000001,Great Britain,2012,with other qualifications,"2,488,900","39,213,800",6.3,0.1
K02000001,United Kingdom,2012,with other qualifications,"2,545,800","40,366,000",6.3,0.1
E09000001,City of London,2012,with no qualifications,!,"2,200",!,!
E09000002,Barking and Dagenham,2012,with no qualifications,"16,600","119,600",13.9,2.8
E09000003,Barnet,2012,with no qualifications,"17,500","237,600",7.4,2.3
E09000004,Bexley,2012,with no qualifications,"11,300","146,700",7.7,2.4
E09000005,Brent,2012,with no qualifications,"23,600","214,200",11,2.5
E09000006,Bromley,2012,with no qualifications,"10,000","198,000",5,1.8
E09000007,Camden,2012,with no qualifications,"10,800","158,900",6.8,2.1
E09000008,Croydon,2012,with no qualifications,"14,300","238,200",6,2.1
E09000009,Ealing,2012,with no qualifications,26000,"230,300",11.3,2.6
E09000010,Enfield,2012,with no qualifications,"19,500","203,900",9.6,2.5
E09000011,Greenwich,2012,with no qualifications,"14,200","173,900",8.2,2.3
E09000012,Hackney,2012,with no qualifications,"20,800","180,500",11.5,2.5
E09000013,Hammersmith and Fulham,2012,with no qualifications,"9,300","131,200",7.1,2.1
E09000014,Haringey,2012,with no qualifications,"19,700","181,500",10.8,2.7
E09000015,Harrow,2012,with no qualifications,"7,300","157,000",4.6,1.7
E09000016,Havering,2012,with no qualifications,"13,000","151,400",8.6,2.6
E09000017,Hillingdon,2012,with no qualifications,"12,900","185,300",7,2.2
E09000018,Hounslow,2012,with no qualifications,"16,800","176,000",9.6,2.5
E09000019,Islington,2012,with no qualifications,"14,000","158,100",8.9,2.5
E09000020,Kensington and Chelsea,2012,with no qualifications,"8,100","110,000",7.4,2
E09000021,Kingston upon Thames,2012,with no qualifications,"5,800","110,300",5.3,1.9
E09000022,Lambeth,2012,with no qualifications,"24,400","228,700",10.7,2.8
E09000023,Lewisham,2012,with no qualifications,"14,300","196,300",7.3,2.2
E09000024,Merton,2012,with no qualifications,"9,400","136,600",6.9,2
E09000025,Newham,2012,with no qualifications,"33,800","217,000",15.6,2.8
E09000026,Redbridge,2012,with no qualifications,"20,600","184,000",11.2,2.5
E09000027,Richmond upon Thames,2012,with no qualifications,"3,900","125,900",3.1,1.5
E09000028,Southwark,2012,with no qualifications,"20,500","213,600",9.6,2.4
E09000029,Sutton,2012,with no qualifications,"7,300","125,100",5.8,2.1
E09000030,Tower Hamlets,2012,with no qualifications,"25,100","190,600",13.1,2.6
E09000031,Waltham Forest,2012,with no qualifications,"19,500","175,900",11.1,2.7
E09000032,Wandsworth,2012,with no qualifications,"8,500","224,500",3.8,1.6
E09000033,Westminster,2012,with no qualifications,"9,800","164,400",6,1.8
E12000001,North East,2012,with no qualifications,"197,400","1,653,600",11.9,0.6
E12000002,North West,2012,with no qualifications,"500,500","4,484,000",11.2,0.4
E12000003,Yorkshire and The Humber,2012,with no qualifications,"388,800","3,362,300",11.6,0.5
E12000004,East Midlands,2012,with no qualifications,"270,600","2,875,300",9.4,0.6
E12000005,West Midlands,2012,with no qualifications,"477,500","3,512,200",13.6,0.5
E12000006,East,2012,with no qualifications,"311,400","3,666,000",8.5,0.5
E12000007,London,2012,with no qualifications,"488,600","5,647,100",8.7,0.4
E12000008,South East,2012,with no qualifications,"372,500","5,427,400",6.9,0.3
E12000009,South West,2012,with no qualifications,"226,800","3,264,300",6.9,0.4
E92000001,England,2012,with no qualifications,"3,234,000","33,892,300",9.5,0.2
W92000004,Wales,2012,with no qualifications,"218,400","1,913,900",11.4,0.4
S92000003,Scotland,2012,with no qualifications,"364,300","3,407,600",10.7,0.4
N92000002,Northern Ireland,2012,with no qualifications,"211,700","1,152,300",18.4,1.2
K04000001,England and Wales,2012,with no qualifications,"3,452,400","35,806,200",9.6,0.1
K03000001,Great Britain,2012,with no qualifications,"3,816,700","39,213,800",9.7,0.1
K02000001,United Kingdom,2012,with no qualifications,"4,028,400","40,366,000",10,0.1
E09000001,City of London,2013,NVQ4+,#,"2,200",65.8,*
E09000002,Barking and Dagenham,2013,NVQ4+,"34,100","121,100",28.2,3.7
E09000003,Barnet,2013,NVQ4+,"121,200","240,200",50.4,4.5
E09000004,Bexley,2013,NVQ4+,"44,400","145,500",30.5,4.3
E09000005,Brent,2013,NVQ4+,"94,400","215,700",43.8,3.5
E09000006,Bromley,2013,NVQ4+,"93,400","201,500",46.4,3.9
E09000007,Camden,2013,NVQ4+,"97,400","162,500",59.9,4
E09000008,Croydon,2013,NVQ4+,"101,800","239,800",42.4,4.1
E09000009,Ealing,2013,NVQ4+,"101,600","228,800",44.4,4.1
E09000010,Enfield,2013,NVQ4+,"74,200","204,900",36.2,4
E09000011,Greenwich,2013,NVQ4+,77000,"176,400",43.6,4.5
E09000012,Hackney,2013,NVQ4+,"85,800","182,800",47,4
E09000013,Hammersmith and Fulham,2013,NVQ4+,"78,600","129,800",60.6,3.9
E09000014,Haringey,2013,NVQ4+,"95,700","181,900",52.6,4
E09000015,Harrow,2013,NVQ4+,"71,300","156,900",45.4,3.8
E09000016,Havering,2013,NVQ4+,"37,200","151,100",24.6,4
E09000017,Hillingdon,2013,NVQ4+,"76,600","188,900",40.6,4.1
E09000018,Hounslow,2013,NVQ4+,"81,500","178,000",45.8,4
E09000019,Islington,2013,NVQ4+,"91,700","157,900",58.1,4.2
E09000020,Kensington and Chelsea,2013,NVQ4+,"65,700","108,400",60.7,3.8
E09000021,Kingston upon Thames,2013,NVQ4+,"60,600","111,700",54.2,4.3
E09000022,Lambeth,2013,NVQ4+,"145,000","233,800",62,4.4
E09000023,Lewisham,2013,NVQ4+,"105,500","197,500",53.4,4.1
E09000024,Merton,2013,NVQ4+,"73,000","138,000",52.9,4.4
E09000025,Newham,2013,NVQ4+,"86,200","221,600",38.9,3.6
E09000026,Redbridge,2013,NVQ4+,"93,300","189,200",49.3,3.9
E09000027,Richmond upon Thames,2013,NVQ4+,"82,300","125,000",65.9,3.9
E09000028,Southwark,2013,NVQ4+,"121,400","218,100",55.7,3.8
E09000029,Sutton,2013,NVQ4+,"50,800","125,200",40.6,4.8
E09000030,Tower Hamlets,2013,NVQ4+,"93,400","199,800",46.7,3.9
E09000031,Waltham Forest,2013,NVQ4+,"79,400","178,500",44.5,4.3
E09000032,Wandsworth,2013,NVQ4+,"142,800","224,500",63.6,4.4
E09000033,Westminster,2013,NVQ4+,"102,500","163,200",62.8,3.6
E13000001,Inner London,2013,NVQ4+,"1,313,100","2,383,900",55.1,1.1
E13000002,Outer London,2013,NVQ4+,"1,448,100","3,316,400",43.7,1
E12000001,North East,2013,NVQ4+,"460,900","1,651,100",27.9,0.8
E12000002,North West,2013,NVQ4+,"1,384,300","4,477,800",30.9,0.6
E12000003,Yorkshire and The Humber,2013,NVQ4+,"999,900","3,357,300",29.8,0.7
E12000004,East Midlands,2013,NVQ4+,"859,600","2,877,800",29.9,0.9
E12000005,West Midlands,2013,NVQ4+,"995,100","3,523,200",28.2,0.7
E12000006,East,2013,NVQ4+,"1,212,300","3,671,100",33,0.8
E12000007,London,2013,NVQ4+,"2,761,200","5,700,300",48.4,0.7
E12000008,South East,2013,NVQ4+,"2,074,900","5,432,400",38.2,0.6
E12000009,South West,2013,NVQ4+,"1,113,700","3,267,200",34.1,0.8
E92000001,England,2013,NVQ4+,"11,861,900","33,958,100",34.9,0.2
W92000004,Wales,2013,NVQ4+,"597,700","1,908,300",31.3,0.6
S92000003,Scotland,2013,NVQ4+,"1,326,400","3,407,000",38.9,0.6
N92000002,Northern Ireland,2013,NVQ4+,"323,500","1,150,700",28.1,1.4
K04000001,England and Wales,2013,NVQ4+,"12,459,600","35,866,400",34.7,0.2
K03000001,Great Britain,2013,NVQ4+,"13,786,000","39,273,400",35.1,0.2
K02000001,United Kingdom,2013,NVQ4+,"14,109,500","40,424,100",34.9,0.2
E09000001,City of London,2013,NVQ3 only,!,"2,200",!,!
E09000002,Barking and Dagenham,2013,NVQ3 only,"15,100","121,100",12.5,2.7
E09000003,Barnet,2013,NVQ3 only,"32,100","240,200",13.4,3
E09000004,Bexley,2013,NVQ3 only,"21,300","145,500",14.6,3.3
E09000005,Brent,2013,NVQ3 only,"36,200","215,700",16.8,2.6
E09000006,Bromley,2013,NVQ3 only,"33,300","201,500",16.5,2.9
E09000007,Camden,2013,NVQ3 only,"19,700","162,500",12.1,2.7
E09000008,Croydon,2013,NVQ3 only,"37,600","239,800",15.7,3
E09000009,Ealing,2013,NVQ3 only,"31,100","228,800",13.6,2.9
E09000010,Enfield,2013,NVQ3 only,"29,200","204,900",14.2,2.9
E09000011,Greenwich,2013,NVQ3 only,25100,"176,400",14.2,3.1
E09000012,Hackney,2013,NVQ3 only,"20,600","182,800",11.3,2.6
E09000013,Hammersmith and Fulham,2013,NVQ3 only,"12,300","129,800",9.5,2.3
E09000014,Haringey,2013,NVQ3 only,"20,200","181,900",11.1,2.5
E09000015,Harrow,2013,NVQ3 only,"26,700","156,900",17,2.9
E09000016,Havering,2013,NVQ3 only,"29,900","151,100",19.8,3.7
E09000017,Hillingdon,2013,NVQ3 only,"30,000","188,900",15.9,3.1
E09000018,Hounslow,2013,NVQ3 only,"16,600","178,000",9.3,2.4
E09000019,Islington,2013,NVQ3 only,"17,800","157,900",11.3,2.7
E09000020,Kensington and Chelsea,2013,NVQ3 only,"12,900","108,400",11.9,2.5
E09000021,Kingston upon Thames,2013,NVQ3 only,"17,500","111,700",15.7,3.1
E09000022,Lambeth,2013,NVQ3 only,"24,700","233,800",10.6,2.8
E09000023,Lewisham,2013,NVQ3 only,"27,500","197,500",13.9,2.8
E09000024,Merton,2013,NVQ3 only,"16,800","138,000",12.2,2.9
E09000025,Newham,2013,NVQ3 only,"27,700","221,600",12.5,2.5
E09000026,Redbridge,2013,NVQ3 only,"28,400","189,200",15,2.8
E09000027,Richmond upon Thames,2013,NVQ3 only,"16,300","125,000",13,2.8
E09000028,Southwark,2013,NVQ3 only,"24,900","218,100",11.4,2.4
E09000029,Sutton,2013,NVQ3 only,"17,400","125,200",13.9,3.4
E09000030,Tower Hamlets,2013,NVQ3 only,"28,100","199,800",14,2.7
E09000031,Waltham Forest,2013,NVQ3 only,"22,200","178,500",12.4,2.8
E09000032,Wandsworth,2013,NVQ3 only,"25,000","224,500",11.1,2.9
E09000033,Westminster,2013,NVQ3 only,"18,400","163,200",11.3,2.4
E13000001,Inner London,2013,NVQ3 only,"280,000","2,383,900",11.7,0.7
E13000002,Outer London,2013,NVQ3 only,"482,500","3,316,400",14.6,0.7
E12000001,North East,2013,NVQ3 only,"314,400","1,651,100",19,0.7
E12000002,North West,2013,NVQ3 only,"774,100","4,477,800",17.3,0.5
E12000003,Yorkshire and The Humber,2013,NVQ3 only,"589,200","3,357,300",17.6,0.6
E12000004,East Midlands,2013,NVQ3 only,"535,900","2,877,800",18.6,0.8
E12000005,West Midlands,2013,NVQ3 only,"631,200","3,523,200",17.9,0.6
E12000006,East,2013,NVQ3 only,"627,400","3,671,100",17.1,0.7
E12000007,London,2013,NVQ3 only,"762,500","5,700,300",13.4,0.5
E12000008,South East,2013,NVQ3 only,"966,000","5,432,400",17.8,0.5
E12000009,South West,2013,NVQ3 only,"636,300","3,267,200",19.5,0.6
E92000001,England,2013,NVQ3 only,"5,837,000","33,958,100",17.2,0.2
W92000004,Wales,2013,NVQ3 only,"353,100","1,908,300",18.5,0.5
S92000003,Scotland,2013,NVQ3 only,"513,300","3,407,000",15.1,0.4
N92000002,Northern Ireland,2013,NVQ3 only,"176,100","1,150,700",15.3,1.1
K04000001,England and Wales,2013,NVQ3 only,"6,190,200","35,866,400",17.3,0.2
K03000001,Great Britain,2013,NVQ3 only,"6,703,500","39,273,400",17.1,0.2
K02000001,United Kingdom,2013,NVQ3 only,"6,879,500","40,424,100",17,0.2
E09000001,City of London,2013,Trade Apprenticeships,!,"2,200",!,!
E09000002,Barking and Dagenham,2013,Trade Apprenticeships,"2,500","121,100",2,1.2
E09000003,Barnet,2013,Trade Apprenticeships,"2,800","240,200",1.2,*
E09000004,Bexley,2013,Trade Apprenticeships,"5,700","145,500",3.9,1.8
E09000005,Brent,2013,Trade Apprenticeships,!,"215,700",!,!
E09000006,Bromley,2013,Trade Apprenticeships,"3,600","201,500",1.8,1
E09000007,Camden,2013,Trade Apprenticeships,800,"162,500",0.5,*
E09000008,Croydon,2013,Trade Apprenticeships,"7,100","239,800",3,1.4
E09000009,Ealing,2013,Trade Apprenticeships,"5,900","228,800",2.6,1.3
E09000010,Enfield,2013,Trade Apprenticeships,"1,300","204,900",0.7,*
E09000011,Greenwich,2013,Trade Apprenticeships,"5,600","176,400",3.2,1.6
E09000012,Hackney,2013,Trade Apprenticeships,"3,500","182,800",1.9,1.1
E09000013,Hammersmith and Fulham,2013,Trade Apprenticeships,~,"129,800",0.3,*
E09000014,Haringey,2013,Trade Apprenticeships,"1,900","181,900",1.1,*
E09000015,Harrow,2013,Trade Apprenticeships,"1,300","156,900",0.8,*
E09000016,Havering,2013,Trade Apprenticeships,"5,700","151,100",3.8,1.7
E09000017,Hillingdon,2013,Trade Apprenticeships,"5,000","188,900",2.7,1.4
E09000018,Hounslow,2013,Trade Apprenticeships,"1,300","178,000",0.7,*
E09000019,Islington,2013,Trade Apprenticeships,"1,100","157,900",0.7,*
E09000020,Kensington and Chelsea,2013,Trade Apprenticeships,!,"108,400",!,!
E09000021,Kingston upon Thames,2013,Trade Apprenticeships,"1,900","111,700",1.7,*
E09000022,Lambeth,2013,Trade Apprenticeships,"2,200","233,800",0.9,*
E09000023,Lewisham,2013,Trade Apprenticeships,"2,800","197,500",1.4,*
E09000024,Merton,2013,Trade Apprenticeships,"3,200","138,000",2.3,1.3
E09000025,Newham,2013,Trade Apprenticeships,!,"221,600",!,!
E09000026,Redbridge,2013,Trade Apprenticeships,"3,500","189,200",1.8,1.1
E09000027,Richmond upon Thames,2013,Trade Apprenticeships,"1,800","125,000",1.4,*
E09000028,Southwark,2013,Trade Apprenticeships,"4,000","218,100",1.8,1
E09000029,Sutton,2013,Trade Apprenticeships,"7,200","125,200",5.8,2.3
E09000030,Tower Hamlets,2013,Trade Apprenticeships,!,"199,800",!,!
E09000031,Waltham Forest,2013,Trade Apprenticeships,"2,300","178,500",1.3,*
E09000032,Wandsworth,2013,Trade Apprenticeships,"1,300","224,500",0.6,*
E09000033,Westminster,2013,Trade Apprenticeships,"1,700","163,200",1,*
E13000001,Inner London,2013,Trade Apprenticeships,"20,600","2,383,900",0.9,0.2
E13000002,Outer London,2013,Trade Apprenticeships,"68,100","3,316,400",2.1,0.3
E12000001,North East,2013,Trade Apprenticeships,"75,700","1,651,100",4.6,0.4
E12000002,North West,2013,Trade Apprenticeships,"162,700","4,477,800",3.6,0.2
E12000003,Yorkshire and The Humber,2013,Trade Apprenticeships,"141,200","3,357,300",4.2,0.3
E12000004,East Midlands,2013,Trade Apprenticeships,"106,200","2,877,800",3.7,0.4
E12000005,West Midlands,2013,Trade Apprenticeships,"109,100","3,523,200",3.1,0.3
E12000006,East,2013,Trade Apprenticeships,"124,200","3,671,100",3.4,0.3
E12000007,London,2013,Trade Apprenticeships,"88,700","5,700,300",1.6,0.2
E12000008,South East,2013,Trade Apprenticeships,"182,200","5,432,400",3.4,0.2
E12000009,South West,2013,Trade Apprenticeships,"138,500","3,267,200",4.2,0.3
E92000001,England,2013,Trade Apprenticeships,"1,128,500","33,958,100",3.3,0.1
W92000004,Wales,2013,Trade Apprenticeships,"73,600","1,908,300",3.9,0.3
S92000003,Scotland,2013,Trade Apprenticeships,"169,500","3,407,000",5,0.3
N92000002,Northern Ireland,2013,Trade Apprenticeships,"65,800","1,150,700",5.7,0.7
K04000001,England and Wales,2013,Trade Apprenticeships,"1,202,100","35,866,400",3.4,0.1
K03000001,Great Britain,2013,Trade Apprenticeships,"1,371,600","39,273,400",3.5,0.1
K02000001,United Kingdom,2013,Trade Apprenticeships,"1,437,400","40,424,100",3.6,0.1
E09000001,City of London,2013,NVQ2 only,!,"2,200",!,!
E09000002,Barking and Dagenham,2013,NVQ2 only,"17,400","121,100",14.4,2.9
E09000003,Barnet,2013,NVQ2 only,"29,700","240,200",12.3,2.9
E09000004,Bexley,2013,NVQ2 only,"34,900","145,500",24,4
E09000005,Brent,2013,NVQ2 only,"23,500","215,700",10.9,2.2
