,Model,MSE,RMSE,R2
0,LinearRegression(),154.80921052631578,12.442234949007986,0.5626382842647817
1,DecisionTreeRegressor(random_state=1),83.25657894736842,9.12450431241985,0.7619450108300571
2,RandomForestRegressor(random_state=1),84.55263157894737,9.195250490277433,0.760593532341617
3,"GradientBoostingRegressor(learning_rate=0.08, random_state=1)",83.25,9.12414379544733,0.7646970410938838
